"Label (Grouping)","Alabama!!Number!!Estimate","Alabama!!Number!!Margin of Error","Alabama!!Percent Distribution!!Estimate","Alabama!!Percent Distribution!!Margin of Error","Alabama!!Median income (dollars)!!Estimate","Alabama!!Median income (dollars)!!Margin of Error","Alaska!!Number!!Estimate","Alaska!!Number!!Margin of Error","Alaska!!Percent Distribution!!Estimate","Alaska!!Percent Distribution!!Margin of Error","Alaska!!Median income (dollars)!!Estimate","Alaska!!Median income (dollars)!!Margin of Error","Arizona!!Number!!Estimate","Arizona!!Number!!Margin of Error","Arizona!!Percent Distribution!!Estimate","Arizona!!Percent Distribution!!Margin of Error","Arizona!!Median income (dollars)!!Estimate","Arizona!!Median income (dollars)!!Margin of Error","Arkansas!!Number!!Estimate","Arkansas!!Number!!Margin of Error","Arkansas!!Percent Distribution!!Estimate","Arkansas!!Percent Distribution!!Margin of Error","Arkansas!!Median income (dollars)!!Estimate","Arkansas!!Median income (dollars)!!Margin of Error","California!!Number!!Estimate","California!!Number!!Margin of Error","California!!Percent Distribution!!Estimate","California!!Percent Distribution!!Margin of Error","California!!Median income (dollars)!!Estimate","California!!Median income (dollars)!!Margin of Error","Colorado!!Number!!Estimate","Colorado!!Number!!Margin of Error","Colorado!!Percent Distribution!!Estimate","Colorado!!Percent Distribution!!Margin of Error","Colorado!!Median income (dollars)!!Estimate","Colorado!!Median income (dollars)!!Margin of Error","Connecticut!!Number!!Estimate","Connecticut!!Number!!Margin of Error","Connecticut!!Percent Distribution!!Estimate","Connecticut!!Percent Distribution!!Margin of Error","Connecticut!!Median income (dollars)!!Estimate","Connecticut!!Median income (dollars)!!Margin of Error","Delaware!!Number!!Estimate","Delaware!!Number!!Margin of Error","Delaware!!Percent Distribution!!Estimate","Delaware!!Percent Distribution!!Margin of Error","Delaware!!Median income (dollars)!!Estimate","Delaware!!Median income (dollars)!!Margin of Error","District of Columbia!!Number!!Estimate","District of Columbia!!Number!!Margin of Error","District of Columbia!!Percent Distribution!!Estimate","District of Columbia!!Percent Distribution!!Margin of Error","District of Columbia!!Median income (dollars)!!Estimate","District of Columbia!!Median income (dollars)!!Margin of Error","Florida!!Number!!Estimate","Florida!!Number!!Margin of Error","Florida!!Percent Distribution!!Estimate","Florida!!Percent Distribution!!Margin of Error","Florida!!Median income (dollars)!!Estimate","Florida!!Median income (dollars)!!Margin of Error","Georgia!!Number!!Estimate","Georgia!!Number!!Margin of Error","Georgia!!Percent Distribution!!Estimate","Georgia!!Percent Distribution!!Margin of Error","Georgia!!Median income (dollars)!!Estimate","Georgia!!Median income (dollars)!!Margin of Error","Hawaii!!Number!!Estimate","Hawaii!!Number!!Margin of Error","Hawaii!!Percent Distribution!!Estimate","Hawaii!!Percent Distribution!!Margin of Error","Hawaii!!Median income (dollars)!!Estimate","Hawaii!!Median income (dollars)!!Margin of Error","Idaho!!Number!!Estimate","Idaho!!Number!!Margin of Error","Idaho!!Percent Distribution!!Estimate","Idaho!!Percent Distribution!!Margin of Error","Idaho!!Median income (dollars)!!Estimate","Idaho!!Median income (dollars)!!Margin of Error","Illinois!!Number!!Estimate","Illinois!!Number!!Margin of Error","Illinois!!Percent Distribution!!Estimate","Illinois!!Percent Distribution!!Margin of Error","Illinois!!Median income (dollars)!!Estimate","Illinois!!Median income (dollars)!!Margin of Error","Indiana!!Number!!Estimate","Indiana!!Number!!Margin of Error","Indiana!!Percent Distribution!!Estimate","Indiana!!Percent Distribution!!Margin of Error","Indiana!!Median income (dollars)!!Estimate","Indiana!!Median income (dollars)!!Margin of Error","Iowa!!Number!!Estimate","Iowa!!Number!!Margin of Error","Iowa!!Percent Distribution!!Estimate","Iowa!!Percent Distribution!!Margin of Error","Iowa!!Median income (dollars)!!Estimate","Iowa!!Median income (dollars)!!Margin of Error","Kansas!!Number!!Estimate","Kansas!!Number!!Margin of Error","Kansas!!Percent Distribution!!Estimate","Kansas!!Percent Distribution!!Margin of Error","Kansas!!Median income (dollars)!!Estimate","Kansas!!Median income (dollars)!!Margin of Error","Kentucky!!Number!!Estimate","Kentucky!!Number!!Margin of Error","Kentucky!!Percent Distribution!!Estimate","Kentucky!!Percent Distribution!!Margin of Error","Kentucky!!Median income (dollars)!!Estimate","Kentucky!!Median income (dollars)!!Margin of Error","Louisiana!!Number!!Estimate","Louisiana!!Number!!Margin of Error","Louisiana!!Percent Distribution!!Estimate","Louisiana!!Percent Distribution!!Margin of Error","Louisiana!!Median income (dollars)!!Estimate","Louisiana!!Median income (dollars)!!Margin of Error","Maine!!Number!!Estimate","Maine!!Number!!Margin of Error","Maine!!Percent Distribution!!Estimate","Maine!!Percent Distribution!!Margin of Error","Maine!!Median income (dollars)!!Estimate","Maine!!Median income (dollars)!!Margin of Error","Maryland!!Number!!Estimate","Maryland!!Number!!Margin of Error","Maryland!!Percent Distribution!!Estimate","Maryland!!Percent Distribution!!Margin of Error","Maryland!!Median income (dollars)!!Estimate","Maryland!!Median income (dollars)!!Margin of Error","Massachusetts!!Number!!Estimate","Massachusetts!!Number!!Margin of Error","Massachusetts!!Percent Distribution!!Estimate","Massachusetts!!Percent Distribution!!Margin of Error","Massachusetts!!Median income (dollars)!!Estimate","Massachusetts!!Median income (dollars)!!Margin of Error","Michigan!!Number!!Estimate","Michigan!!Number!!Margin of Error","Michigan!!Percent Distribution!!Estimate","Michigan!!Percent Distribution!!Margin of Error","Michigan!!Median income (dollars)!!Estimate","Michigan!!Median income (dollars)!!Margin of Error","Minnesota!!Number!!Estimate","Minnesota!!Number!!Margin of Error","Minnesota!!Percent Distribution!!Estimate","Minnesota!!Percent Distribution!!Margin of Error","Minnesota!!Median income (dollars)!!Estimate","Minnesota!!Median income (dollars)!!Margin of Error","Mississippi!!Number!!Estimate","Mississippi!!Number!!Margin of Error","Mississippi!!Percent Distribution!!Estimate","Mississippi!!Percent Distribution!!Margin of Error","Mississippi!!Median income (dollars)!!Estimate","Mississippi!!Median income (dollars)!!Margin of Error","Missouri!!Number!!Estimate","Missouri!!Number!!Margin of Error","Missouri!!Percent Distribution!!Estimate","Missouri!!Percent Distribution!!Margin of Error","Missouri!!Median income (dollars)!!Estimate","Missouri!!Median income (dollars)!!Margin of Error","Montana!!Number!!Estimate","Montana!!Number!!Margin of Error","Montana!!Percent Distribution!!Estimate","Montana!!Percent Distribution!!Margin of Error","Montana!!Median income (dollars)!!Estimate","Montana!!Median income (dollars)!!Margin of Error","Nebraska!!Number!!Estimate","Nebraska!!Number!!Margin of Error","Nebraska!!Percent Distribution!!Estimate","Nebraska!!Percent Distribution!!Margin of Error","Nebraska!!Median income (dollars)!!Estimate","Nebraska!!Median income (dollars)!!Margin of Error","Nevada!!Number!!Estimate","Nevada!!Number!!Margin of Error","Nevada!!Percent Distribution!!Estimate","Nevada!!Percent Distribution!!Margin of Error","Nevada!!Median income (dollars)!!Estimate","Nevada!!Median income (dollars)!!Margin of Error","New Hampshire!!Number!!Estimate","New Hampshire!!Number!!Margin of Error","New Hampshire!!Percent Distribution!!Estimate","New Hampshire!!Percent Distribution!!Margin of Error","New Hampshire!!Median income (dollars)!!Estimate","New Hampshire!!Median income (dollars)!!Margin of Error","New Jersey!!Number!!Estimate","New Jersey!!Number!!Margin of Error","New Jersey!!Percent Distribution!!Estimate","New Jersey!!Percent Distribution!!Margin of Error","New Jersey!!Median income (dollars)!!Estimate","New Jersey!!Median income (dollars)!!Margin of Error","New Mexico!!Number!!Estimate","New Mexico!!Number!!Margin of Error","New Mexico!!Percent Distribution!!Estimate","New Mexico!!Percent Distribution!!Margin of Error","New Mexico!!Median income (dollars)!!Estimate","New Mexico!!Median income (dollars)!!Margin of Error","New York!!Number!!Estimate","New York!!Number!!Margin of Error","New York!!Percent Distribution!!Estimate","New York!!Percent Distribution!!Margin of Error","New York!!Median income (dollars)!!Estimate","New York!!Median income (dollars)!!Margin of Error","North Carolina!!Number!!Estimate","North Carolina!!Number!!Margin of Error","North Carolina!!Percent Distribution!!Estimate","North Carolina!!Percent Distribution!!Margin of Error","North Carolina!!Median income (dollars)!!Estimate","North Carolina!!Median income (dollars)!!Margin of Error","North Dakota!!Number!!Estimate","North Dakota!!Number!!Margin of Error","North Dakota!!Percent Distribution!!Estimate","North Dakota!!Percent Distribution!!Margin of Error","North Dakota!!Median income (dollars)!!Estimate","North Dakota!!Median income (dollars)!!Margin of Error","Ohio!!Number!!Estimate","Ohio!!Number!!Margin of Error","Ohio!!Percent Distribution!!Estimate","Ohio!!Percent Distribution!!Margin of Error","Ohio!!Median income (dollars)!!Estimate","Ohio!!Median income (dollars)!!Margin of Error","Oklahoma!!Number!!Estimate","Oklahoma!!Number!!Margin of Error","Oklahoma!!Percent Distribution!!Estimate","Oklahoma!!Percent Distribution!!Margin of Error","Oklahoma!!Median income (dollars)!!Estimate","Oklahoma!!Median income (dollars)!!Margin of Error","Oregon!!Number!!Estimate","Oregon!!Number!!Margin of Error","Oregon!!Percent Distribution!!Estimate","Oregon!!Percent Distribution!!Margin of Error","Oregon!!Median income (dollars)!!Estimate","Oregon!!Median income (dollars)!!Margin of Error","Pennsylvania!!Number!!Estimate","Pennsylvania!!Number!!Margin of Error","Pennsylvania!!Percent Distribution!!Estimate","Pennsylvania!!Percent Distribution!!Margin of Error","Pennsylvania!!Median income (dollars)!!Estimate","Pennsylvania!!Median income (dollars)!!Margin of Error","Rhode Island!!Number!!Estimate","Rhode Island!!Number!!Margin of Error","Rhode Island!!Percent Distribution!!Estimate","Rhode Island!!Percent Distribution!!Margin of Error","Rhode Island!!Median income (dollars)!!Estimate","Rhode Island!!Median income (dollars)!!Margin of Error","South Carolina!!Number!!Estimate","South Carolina!!Number!!Margin of Error","South Carolina!!Percent Distribution!!Estimate","South Carolina!!Percent Distribution!!Margin of Error","South Carolina!!Median income (dollars)!!Estimate","South Carolina!!Median income (dollars)!!Margin of Error","South Dakota!!Number!!Estimate","South Dakota!!Number!!Margin of Error","South Dakota!!Percent Distribution!!Estimate","South Dakota!!Percent Distribution!!Margin of Error","South Dakota!!Median income (dollars)!!Estimate","South Dakota!!Median income (dollars)!!Margin of Error","Tennessee!!Number!!Estimate","Tennessee!!Number!!Margin of Error","Tennessee!!Percent Distribution!!Estimate","Tennessee!!Percent Distribution!!Margin of Error","Tennessee!!Median income (dollars)!!Estimate","Tennessee!!Median income (dollars)!!Margin of Error","Texas!!Number!!Estimate","Texas!!Number!!Margin of Error","Texas!!Percent Distribution!!Estimate","Texas!!Percent Distribution!!Margin of Error","Texas!!Median income (dollars)!!Estimate","Texas!!Median income (dollars)!!Margin of Error","Utah!!Number!!Estimate","Utah!!Number!!Margin of Error","Utah!!Percent Distribution!!Estimate","Utah!!Percent Distribution!!Margin of Error","Utah!!Median income (dollars)!!Estimate","Utah!!Median income (dollars)!!Margin of Error","Vermont!!Number!!Estimate","Vermont!!Number!!Margin of Error","Vermont!!Percent Distribution!!Estimate","Vermont!!Percent Distribution!!Margin of Error","Vermont!!Median income (dollars)!!Estimate","Vermont!!Median income (dollars)!!Margin of Error","Virginia!!Number!!Estimate","Virginia!!Number!!Margin of Error","Virginia!!Percent Distribution!!Estimate","Virginia!!Percent Distribution!!Margin of Error","Virginia!!Median income (dollars)!!Estimate","Virginia!!Median income (dollars)!!Margin of Error","Washington!!Number!!Estimate","Washington!!Number!!Margin of Error","Washington!!Percent Distribution!!Estimate","Washington!!Percent Distribution!!Margin of Error","Washington!!Median income (dollars)!!Estimate","Washington!!Median income (dollars)!!Margin of Error","West Virginia!!Number!!Estimate","West Virginia!!Number!!Margin of Error","West Virginia!!Percent Distribution!!Estimate","West Virginia!!Percent Distribution!!Margin of Error","West Virginia!!Median income (dollars)!!Estimate","West Virginia!!Median income (dollars)!!Margin of Error","Wisconsin!!Number!!Estimate","Wisconsin!!Number!!Margin of Error","Wisconsin!!Percent Distribution!!Estimate","Wisconsin!!Percent Distribution!!Margin of Error","Wisconsin!!Median income (dollars)!!Estimate","Wisconsin!!Median income (dollars)!!Margin of Error","Wyoming!!Number!!Estimate","Wyoming!!Number!!Margin of Error","Wyoming!!Percent Distribution!!Estimate","Wyoming!!Percent Distribution!!Margin of Error","Wyoming!!Median income (dollars)!!Estimate","Wyoming!!Median income (dollars)!!Margin of Error","Puerto Rico!!Number!!Estimate","Puerto Rico!!Number!!Margin of Error","Puerto Rico!!Percent Distribution!!Estimate","Puerto Rico!!Percent Distribution!!Margin of Error","Puerto Rico!!Median income (dollars)!!Estimate","Puerto Rico!!Median income (dollars)!!Margin of Error"
"HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Households","1,967,559","±10,527","1,967,559","±10,527","53,913","±781","271,311","±3,313","271,311","±3,313","77,845","±2,148","2,817,723","±10,850","2,817,723","±10,850","69,056","±686","1,183,675","±7,882","1,183,675","±7,882","52,528","±1,002","13,429,063","±19,170","13,429,063","±19,170","84,907","±542","2,313,042","±8,099","2,313,042","±8,099","82,254","±791","1,428,313","±5,900","1,428,313","±5,900","83,771","±1,112","395,656","±4,126","395,656","±4,126","71,091","±1,795","319,565","±3,541","319,565","±3,541","90,088","±3,477","8,565,329","±25,039","8,565,329","±25,039","63,062","±425","4,001,109","±12,817","4,001,109","±12,817","66,559","±712","490,080","±5,054","490,080","±5,054","84,857","±2,106","693,882","±4,348","693,882","±4,348","66,474","±1,752","4,991,641","±12,428","4,991,641","±12,428","72,205","±574","2,680,694","±9,238","2,680,694","±9,238","62,743","±716","1,300,467","±6,514","1,300,467","±6,514","65,600","±777","1,159,026","±5,714","1,159,026","±5,714","64,124","±951","1,785,682","±8,799","1,785,682","±8,799","55,573","±701","1,783,924","±7,696","1,783,924","±7,696","52,087","±750","593,626","±5,251","593,626","±5,251","64,767","±1,258","2,355,652","±6,143","2,355,652","±6,143","90,203","±1,065","2,759,018","±9,086","2,759,018","±9,086","89,645","±1,287","4,051,798","±10,574","4,051,798","±10,574","63,498","±526","2,281,033","±6,734","2,281,033","±6,734","77,720","±915","1,129,611","±8,212","1,129,611","±8,212","48,716","±1,242","2,468,726","±10,224","2,468,726","±10,224","61,847","±669","448,949","±4,159","448,949","±4,159","63,249","±1,423","785,982","±4,212","785,982","±4,212","66,817","±1,060","1,191,380","±6,445","1,191,380","±6,445","66,274","±1,011","548,026","±4,691","548,026","±4,691","88,465","±2,144","3,497,945","±8,126","3,497,945","±8,126","89,296","±1,088","834,007","±4,770","834,007","±4,770","53,992","±1,483","7,652,666","±17,305","7,652,666","±17,305","74,314","±613","4,179,632","±15,192","4,179,632","±15,192","61,972","±541","322,511","±3,883","322,511","±3,883","66,519","±1,823","4,832,922","±10,937","4,832,922","±10,937","62,262","±456","1,547,967","±6,458","1,547,967","±6,458","55,826","±624","1,702,599","±8,524","1,702,599","±8,524","71,562","±1,058","5,228,956","±12,804","5,228,956","±12,804","68,957","±505","440,170","±4,169","440,170","±4,169","74,008","±2,381","2,049,972","±10,471","2,049,972","±10,471","59,318","±852","356,887","±3,371","356,887","±3,371","66,143","±2,258","2,770,395","±8,851","2,770,395","±8,851","59,695","±788","10,796,247","±19,104","10,796,247","±19,104","66,963","±513","1,101,499","±5,112","1,101,499","±5,112","79,449","±1,246","270,163","±3,018","270,163","±3,018","72,431","±2,216","3,331,461","±10,153","3,331,461","±10,153","80,963","±731","3,022,255","±9,423","3,022,255","±9,423","84,247","±844","722,201","±5,460","722,201","±5,460","51,248","±1,085","2,449,970","±6,685","2,449,970","±6,685","67,125","±605","242,763","±2,909","242,763","±2,909","65,204","±2,744","1,165,982","±9,161","1,165,982","±9,161","22,237","±478"
"        One race--","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            White","1,319,637","±9,283","67.1%","±0.3","62,496","±971","186,669","±3,461","68.8%","±1.0","82,051","±3,417","1,877,232","±10,901","66.6%","±0.3","73,604","±1,136","868,404","±8,735","73.4%","±0.6","56,707","±1,127","6,448,630","±21,879","48.0%","±0.2","93,981","±707","1,767,647","±10,028","76.4%","±0.3","87,052","±1,350","1,006,879","±7,060","70.5%","±0.4","93,318","±1,430","265,331","±3,950","67.1%","±0.8","76,648","±2,281","134,340","±2,962","42.0%","±0.9","146,265","±5,840","5,359,145","±23,623","62.6%","±0.2","68,415","±554","2,231,456","±10,231","55.8%","±0.2","76,809","±1,023","146,684","±4,166","29.9%","±0.8","81,090","±4,290","591,223","±5,700","85.2%","±0.6","69,120","±2,169","3,343,273","±13,452","67.0%","±0.2","79,304","±723","2,183,833","±11,020","81.5%","±0.3","65,569","±717","1,150,863","±6,325","88.5%","±0.3","67,389","±917","936,602","±6,096","80.8%","±0.4","66,666","±959","1,524,599","±8,319","85.4%","±0.3","58,040","±846","1,084,945","±8,508","60.8%","±0.5","64,597","±1,506","549,980","±5,712","92.6%","±0.5","65,080","±1,499","1,270,012","±7,775","53.9%","±0.3","100,980","±1,190","2,056,646","±8,771","74.5%","±0.3","96,869","±1,642","3,134,762","±11,391","77.4%","±0.2","67,746","±618","1,904,746","±7,146","83.5%","±0.3","80,862","±785","663,786","±6,276","58.8%","±0.4","61,340","±1,372","1,981,845","±11,244","80.3%","±0.3","65,668","±806","399,937","±4,012","89.1%","±0.6","64,608","±1,511","658,180","±4,015","83.7%","±0.4","69,017","±1,066","687,621","±8,065","57.7%","±0.6","72,808","±1,629","498,463","±4,619","91.0%","±0.4","88,378","±2,430","2,099,965","±10,701","60.0%","±0.3","99,514","±1,475","440,010","±5,894","52.8%","±0.7","62,477","±1,734","4,714,422","±15,773","61.6%","±0.2","82,802","±719","2,781,556","±13,527","66.6%","±0.2","69,522","±817","282,399","±3,645","87.6%","±0.8","68,951","±2,428","3,856,584","±12,243","79.8%","±0.2","66,881","±463","1,096,941","±6,318","70.9%","±0.3","59,946","±919","1,361,557","±9,682","80.0%","±0.3","72,853","±1,322","4,126,312","±12,569","78.9%","±0.2","73,603","±592","337,905","±4,674","76.8%","±0.9","81,390","±2,707","1,374,481","±9,273","67.0%","±0.4","67,300","±1,059","310,902","±3,872","87.1%","±0.7","69,690","±1,830","2,104,117","±10,452","76.0%","±0.3","63,577","±842","5,712,732","±25,952","52.9%","±0.2","77,631","±765","913,522","±7,792","82.9%","±0.5","82,306","±1,295","251,830","±2,989","93.2%","±0.7","72,634","±2,258","2,181,870","±8,716","65.5%","±0.2","86,719","±1,130","2,204,441","±9,647","72.9%","±0.3","85,698","±1,280","665,809","±5,981","92.2%","±0.5","52,028","±1,103","2,080,701","±6,390","84.9%","±0.2","70,320","±676","213,080","±2,688","87.8%","±0.9","67,124","±3,185","321,054","±7,520","27.5%","±0.6","21,782","±748"
"            Black or African American","511,624","±6,588","26.0%","±0.3","36,058","±927","N","N","N","N","61,411","±18,948","117,444","±5,266","4.2%","±0.2","54,765","±3,727","176,339","±5,261","14.9%","±0.4","36,292","±1,631","807,471","±11,124","6.0%","±0.1","58,936","±2,350","83,546","±4,343","3.6%","±0.2","58,655","±3,076","140,824","±4,178","9.9%","±0.3","58,565","±4,174","75,767","±3,117","19.1%","±0.7","55,604","±4,943","132,521","±3,552","41.5%","±1.0","52,812","±5,842","1,143,819","±15,196","13.4%","±0.2","47,028","±926","1,223,502","±13,955","30.6%","±0.3","51,590","±998","11,033","±1,355","2.3%","±0.3","64,676","±15,055","N","N","N","N","58,393","±16,438","674,989","±9,010","13.5%","±0.2","42,118","±1,263","234,497","±5,716","8.7%","±0.2","42,775","±2,144","36,559","±2,435","2.8%","±0.2","41,436","±3,906","60,583","±3,082","5.2%","±0.3","45,527","±4,613","125,655","±3,420","7.0%","±0.2","39,247","±2,829","537,083","±8,091","30.1%","±0.4","33,576","±1,717","5,824","±1,136","1.0%","±0.2","33,952","±6,977","696,818","±7,357","29.6%","±0.3","71,790","±1,222","163,228","±4,849","5.9%","±0.2","66,792","±3,848","531,274","±8,071","13.1%","±0.2","39,488","±1,290","128,064","±4,049","5.6%","±0.2","47,739","±3,070","395,921","±5,373","35.0%","±0.4","33,377","±1,364","262,645","±5,393","10.6%","±0.2","41,132","±1,405","N","N","N","N","44,492","±28,565","34,085","±1,944","4.3%","±0.2","43,139","±2,555","114,342","±3,796","9.6%","±0.3","41,828","±1,551","N","N","N","N","82,455","±14,794","443,839","±7,323","12.7%","±0.2","61,029","±1,849","18,252","±2,266","2.2%","±0.3","42,295","±6,759","1,015,210","±12,694","13.3%","±0.2","54,443","±1,643","861,213","±11,084","20.6%","±0.2","42,961","±1,390","8,651","±1,559","2.7%","±0.5","45,023","±16,122","576,291","±7,205","11.9%","±0.1","37,860","±1,106","111,593","±3,854","7.2%","±0.2","39,099","±2,479","27,450","±2,564","1.6%","±0.2","60,927","±4,613","524,637","±7,260","10.0%","±0.1","42,199","±1,171","19,073","±2,273","4.3%","±0.5","57,881","±7,826","504,334","±6,933","24.6%","±0.3","40,310","±1,192","N","N","N","N","39,986","±28,868","430,419","±7,379","15.5%","±0.3","42,413","±1,566","1,383,244","±13,574","12.8%","±0.1","49,767","±1,172","10,947","±1,701","1.0%","±0.2","55,182","±4,978","N","N","N","N","N","N","619,327","±7,587","18.6%","±0.2","55,345","±1,691","110,305","±4,436","3.6%","±0.1","62,356","±4,983","20,701","±2,180","2.9%","±0.3","40,155","±6,779","134,124","±4,008","5.5%","±0.2","36,379","±2,318","N","N","N","N","45,376","±30,436","70,613","±5,027","6.1%","±0.4","22,156","±1,656"
"            American Indian and Alaska Native","8,196","±1,472","0.4%","±0.1","48,139","±7,734","27,623","±1,365","10.2%","±0.5","50,892","±4,890","90,484","±4,445","3.2%","±0.2","42,397","±2,589","5,600","±1,180","0.5%","±0.1","48,188","±14,592","159,444","±5,985","1.2%","±0.1","68,988","±2,338","21,335","±2,792","0.9%","±0.1","55,016","±7,142","N","N","N","N","83,504","±26,518","N","N","N","N","N","N","N","N","N","N","N","N","21,911","±2,349","0.3%","±0.1","56,386","±7,735","16,492","±2,973","0.4%","±0.1","56,752","±8,508","N","N","N","N","71,083","±64,224","6,674","±1,329","1.0%","±0.2","62,380","±16,871","26,593","±2,729","0.5%","±0.1","63,926","±10,163","6,740","±1,570","0.3%","±0.1","46,864","±8,676","5,654","±933","0.4%","±0.1","42,941","±13,749","6,340","±1,067","0.5%","±0.1","47,955","±13,101","4,375","±990","0.2%","±0.1","23,910","±14,320","7,418","±1,487","0.4%","±0.1","62,550","±10,478","N","N","N","N","55,285","±8,055","7,230","±1,451","0.3%","±0.1","60,714","±19,888","5,568","±1,486","0.2%","±0.1","60,275","±10,057","18,634","±1,988","0.5%","±0.1","48,757","±3,806","15,561","±1,667","0.7%","±0.1","48,354","±9,075","N","N","N","N","42,264","±6,858","7,288","±1,529","0.3%","±0.1","53,856","±5,515","17,420","±1,543","3.9%","±0.3","36,501","±6,226","7,039","±1,175","0.9%","±0.1","53,298","±6,486","15,191","±1,586","1.3%","±0.1","51,902","±3,436","N","N","N","N","64,908","±39,592","12,575","±2,193","0.4%","±0.1","62,834","±11,041","58,773","±3,170","7.0%","±0.4","41,920","±4,262","38,401","±3,998","0.5%","±0.1","53,265","±4,646","43,529","±2,407","1.0%","±0.1","39,932","±3,345","10,189","±1,509","3.2%","±0.5","42,875","±14,143","8,840","±1,647","0.2%","±0.1","44,636","±10,900","100,271","±2,810","6.5%","±0.2","50,027","±1,916","19,667","±1,968","1.2%","±0.1","64,484","±7,249","7,576","±1,211","0.1%","±0.1","58,829","±11,509","N","N","N","N","N","N","6,477","±1,708","0.3%","±0.1","42,615","±14,972","16,662","±1,338","4.7%","±0.4","27,011","±4,204","7,103","±1,132","0.3%","±0.1","49,324","±11,173","78,870","±6,521","0.7%","±0.1","61,896","±3,862","11,049","±1,676","1.0%","±0.2","53,268","±14,414","N","N","N","N","39,361","±31,574","10,908","±1,771","0.3%","±0.1","73,529","±22,946","30,847","±2,437","1.0%","±0.1","64,044","±4,870","N","N","N","N","N","N","14,724","±1,481","0.6%","±0.1","58,112","±7,003","3,443","±613","1.4%","±0.2","65,876","±33,972","N","N","N","N","24,438","±10,652"
