Year,Month,State,cdd,hdd,pcp,tavg,tmax,tmin
2021,10,Alabama,126.0,71.0,4.6,67.3,77.8,56.9
2021,10,Alaska,,,4.79,27.9,33.2,22.7
2021,10,Arizona,135.0,67.0,0.74,59.9,74.4,45.4
2021,10,Arkansas,91.0,95.0,4.21,65.5,76.7,54.3
2021,10,California,20.0,171.0,3.66,58.2,70.3,46.2
2021,10,Colorado,0.0,512.0,1.12,47.8,62.0,33.5
2021,10,Connecticut,10.0,243.0,5.99,56.8,65.8,47.8
2021,10,Delaware,57.0,125.0,3.47,63.2,72.5,53.8
2021,10,Florida,375.0,2.0,3.9,75.3,84.8,65.9
2021,10,Georgia,96.0,81.0,4.45,67.2,78.0,56.4
2021,10,Hawaii,,,3.94,68.1,75.7,60.5
2021,10,Idaho,0.0,510.0,2.9,45.2,55.8,34.5
2021,10,Illinois,32.0,219.0,6.02,60.2,69.3,51.1
2021,10,Indiana,38.0,195.0,6.03,60.2,69.3,51.1
2021,10,Iowa,17.0,304.0,5.0,55.5,65.7,45.3
2021,10,Kansas,39.0,188.0,3.05,59.1,72.7,45.5
2021,10,Kentucky,62.0,143.0,4.38,62.4,72.5,52.3
2021,10,Louisiana,241.0,15.0,2.56,71.7,82.2,61.2
2021,10,Maine,0.0,398.0,3.78,50.2,59.1,41.3
2021,10,Maryland,62.0,122.0,3.46,62.9,72.0,53.8
2021,10,Massachusetts,8.0,254.0,6.76,56.3,65.0,47.5
2021,10,Michigan,21.0,258.0,3.89,55.2,63.5,46.9
2021,10,Minnesota,7.0,403.0,3.26,51.5,61.0,41.9
2021,10,Mississippi,156.0,49.0,3.17,68.3,79.4,57.3
2021,10,Missouri,39.0,190.0,5.97,60.5,70.8,50.2
2021,10,Montana,0.0,642.0,1.49,45.6,57.9,33.2
2021,10,Nebraska,11.0,320.0,1.96,53.2,66.6,39.7
2021,10,Nevada,45.0,226.0,2.0,49.6,62.4,36.8
2021,10,New Hampshire,0.0,372.0,4.94,52.1,60.8,43.4
2021,10,New Jersey,33.0,170.0,5.06,61.0,70.0,52.0
2021,10,New Mexico,6.0,277.0,0.57,55.6,71.6,39.6
2021,10,New York,18.0,222.0,6.6,54.8,63.1,46.5
2021,10,North Carolina,85.0,100.0,3.26,64.4,75.0,53.7
2021,10,North Dakota,0.0,503.0,3.34,48.6,59.6,37.5
2021,10,Ohio,36.0,184.0,4.64,60.3,69.4,51.2
2021,10,Oklahoma,87.0,100.0,4.2,64.4,77.5,51.2
2021,10,Oregon,0.0,458.0,3.12,47.6,58.3,36.9
2021,10,Pennsylvania,24.0,208.0,4.61,57.7,66.8,48.6
2021,10,Rhode Island,11.0,216.0,5.94,58.4,66.7,50.2
2021,10,South Carolina,114.0,65.0,2.74,66.8,77.6,56.0
2021,10,South Dakota,3.0,422.0,3.42,51.2,63.1,39.2
2021,10,Tennessee,76.0,125.0,5.3,63.4,73.4,53.3
2021,10,Texas,232.0,19.0,2.42,69.8,83.2,56.4
2021,10,Utah,1.0,566.0,2.21,47.9,59.6,36.1
2021,10,Vermont,0.0,408.0,4.83,51.6,60.1,43.0
2021,10,Virginia,63.0,126.0,3.4,62.3,72.2,52.4
2021,10,Washington,0.0,494.0,5.25,46.6,55.6,37.5
2021,10,West Virginia,37.0,189.0,3.34,59.4,69.4,49.4
2021,10,Wisconsin,14.0,315.0,2.02,53.5,63.0,44.0
2021,10,Wyoming,0.0,628.0,2.09,43.9,55.8,32.0
2021,11,Alabama,4.0,414.0,1.19,52.2,65.5,38.8
2021,11,Alaska,,,2.34,4.6,10.5,-1.4
2021,11,Arizona,74.0,133.0,0.05,55.8,70.9,40.6
2021,11,Arkansas,0.0,480.0,2.12,49.4,61.7,37.0
2021,11,California,19.0,226.0,0.95,54.8,66.1,43.4
2021,11,Colorado,0.0,717.0,0.37,40.7,54.9,26.6
2021,11,Connecticut,0.0,702.0,1.99,41.0,51.4,30.6
2021,11,Delaware,0.0,613.0,0.88,45.1,55.8,34.3
2021,11,Florida,122.0,86.0,2.88,63.4,74.1,52.7
2021,11,Georgia,2.0,429.0,1.13,52.7,66.3,39.1
2021,11,Hawaii,,,1.77,67.3,75.4,59.3
2021,11,Idaho,0.0,768.0,2.17,36.7,45.4,27.9
2021,11,Illinois,0.0,770.0,0.86,40.9,51.3,30.5
2021,11,Indiana,0.0,759.0,1.43,40.0,50.1,29.9
2021,11,Iowa,0.0,777.0,0.98,39.2,49.5,28.7
2021,11,Kansas,0.0,535.0,0.39,46.7,60.3,33.2
2021,11,Kentucky,0.0,650.0,1.98,43.4,55.6,31.3
2021,11,Louisiana,22.0,250.0,1.33,56.4,68.6,44.2
2021,11,Maine,0.0,808.0,3.28,35.3,43.6,27.0
2021,11,Maryland,0.0,620.0,0.98,44.4,55.0,33.8
2021,11,Massachusetts,0.0,696.0,2.29,40.8,51.1,30.4
2021,11,Michigan,0.0,801.0,1.76,36.3,44.1,28.6
2021,11,Minnesota,0.0,954.0,1.21,32.2,40.6,23.7
2021,11,Mississippi,6.0,367.0,1.26,52.7,65.7,39.6
2021,11,Missouri,0.0,598.0,1.04,45.5,57.2,33.8
2021,11,Montana,0.0,871.0,0.99,36.3,47.2,25.4
2021,11,Nebraska,0.0,657.0,0.31,42.6,56.3,28.9
2021,11,Nevada,24.0,302.0,0.18,45.2,58.2,32.2
2021,11,New Hampshire,0.0,835.0,2.85,35.9,45.6,26.2
2021,11,New Jersey,0.0,655.0,1.01,43.6,54.3,32.8
2021,11,New Mexico,0.0,501.0,0.1,47.6,64.4,30.9
2021,11,New York,0.0,713.0,2.67,37.0,45.5,28.4
2021,11,North Carolina,0.0,508.0,0.91,48.1,60.9,35.2
2021,11,North Dakota,0.0,983.0,0.45,32.6,42.9,22.2
2021,11,Ohio,0.0,736.0,1.56,40.5,50.1,31.0
2021,11,Oklahoma,3.0,412.0,0.9,51.2,64.5,37.8
2021,11,Oregon,0.0,569.0,3.86,41.9,50.5,33.3
2021,11,Pennsylvania,0.0,738.0,1.73,39.0,48.5,29.6
2021,11,Rhode Island,0.0,663.0,2.21,42.9,53.2,32.7
2021,11,South Carolina,2.0,411.0,0.91,51.6,65.0,38.2
2021,11,South Dakota,0.0,806.0,0.24,38.2,50.5,26.0
2021,11,Tennessee,0.0,583.0,1.68,45.6,58.1,33.0
2021,11,Texas,40.0,216.0,1.16,57.3,70.8,43.9
2021,11,Utah,0.0,709.0,0.25,42.5,54.9,30.2
2021,11,Vermont,0.0,912.0,3.31,34.3,43.4,25.3
2021,11,Virginia,0.0,597.0,0.94,44.5,56.6,32.4
2021,11,Washington,0.0,632.0,9.22,39.9,46.1,33.7
2021,11,West Virginia,0.0,705.0,1.32,40.9,52.0,29.8
2021,11,Wisconsin,0.0,879.0,1.24,33.9,42.9,24.8
2021,11,Wyoming,0.0,822.0,0.54,36.6,48.1,25.2
2021,12,Alabama,36.0,315.0,4.66,56.8,67.8,45.7
2021,12,Alaska,,,3.84,6.8,13.7,-0.2
2021,12,Arizona,0.0,381.0,1.77,45.6,57.5,33.6
2021,12,Arkansas,16.0,398.0,3.48,53.4,64.0,42.8
2021,12,California,0.0,553.0,6.26,43.5,52.3,34.7
2021,12,Colorado,0.0,974.0,1.72,32.4,45.8,19.0
2021,12,Connecticut,0.0,843.0,2.13,37.0,44.6,29.5
2021,12,Delaware,0.0,675.0,0.99,44.0,53.4,34.5
2021,12,Florida,178.0,69.0,1.71,66.5,77.0,56.0
2021,12,Georgia,22.0,360.0,4.24,56.6,67.9,45.2
2021,12,Hawaii,,,12.08,64.8,71.1,58.4
2021,12,Idaho,0.0,1106.0,3.91,26.5,33.7,19.3
2021,12,Illinois,1.0,867.0,2.52,40.2,49.7,30.6
2021,12,Indiana,1.0,779.0,4.0,40.5,50.0,31.0
2021,12,Iowa,0.0,1018.0,0.87,31.9,41.9,21.9
2021,12,Kansas,1.0,699.0,0.2,41.1,56.2,26.0
2021,12,Kentucky,11.0,552.0,4.24,47.6,58.9,36.4
2021,12,Louisiana,89.0,151.0,2.72,62.4,71.7,53.0
2021,12,Maine,0.0,1139.0,3.14,24.5,32.5,16.4
2021,12,Maryland,0.0,661.0,1.09,43.8,53.5,34.0
2021,12,Massachusetts,0.0,870.0,3.07,36.0,43.5,28.4
2021,12,Michigan,0.0,948.0,2.54,30.1,37.4,22.8
2021,12,Minnesota,0.0,1391.0,1.94,18.2,27.3,9.1
2021,12,Mississippi,55.0,244.0,3.5,58.6,69.1,48.1
2021,12,Missouri,4.0,665.0,2.19,44.7,55.9,33.6
2021,12,Montana,0.0,1341.0,1.67,19.3,29.2,9.3
2021,12,Nebraska,0.0,942.0,0.33,33.8,47.2,20.3
2021,12,Nevada,0.0,703.0,2.11,32.4,42.5,22.3
2021,12,New Hampshire,0.0,1074.0,3.49,28.9,36.8,21.1
2021,12,New Jersey,0.0,754.0,1.26,41.2,49.5,32.9
2021,12,New Mexico,0.0,710.0,0.52,42.0,56.7,27.2
2021,12,New York,0.0,837.0,2.63,32.8,40.1,25.6
2021,12,North Carolina,11.0,446.0,2.31,50.8,62.5,39.1
2021,12,North Dakota,0.0,1587.0,0.88,14.0,24.0,4.1
2021,12,Ohio,0.0,773.0,3.83,40.2,49.6,30.9
2021,12,Oklahoma,10.0,444.0,0.87,50.4,64.6,36.2
2021,12,Oregon,0.0,850.0,5.76,32.4,39.2,25.7
2021,12,Pennsylvania,0.0,806.0,2.43,37.6,45.8,29.3
2021,12,Rhode Island,0.0,818.0,1.97,38.6,46.3,30.9
2021,12,South Carolina,22.0,353.0,3.1,54.6,66.2,43.0
2021,12,South Dakota,0.0,1221.0,0.63,24.5,35.2,13.8
2021,12,Tennessee,14.0,468.0,4.62,50.4,61.3,39.5
2021,12,Texas,87.0,161.0,0.63,59.1,72.2,46.0
2021,12,Utah,0.0,1084.0,2.24,31.1,40.9,21.4
2021,12,Vermont,0.0,1123.0,3.07,28.2,36.3,20.1
2021,12,Virginia,3.0,596.0,1.16,45.8,57.1,34.5
2021,12,Washington,0.0,957.0,6.37,29.4,35.0,23.9
2021,12,West Virginia,2.0,683.0,2.53,42.6,54.0,31.2
2021,12,Wisconsin,0.0,1122.0,1.91,24.8,33.2,16.6
2021,12,Wyoming,0.0,1159.0,1.3,26.2,36.7,15.6
2022,2,Alabama,7.0,454.0,5.66,50.1,62.9,37.3
2022,2,Alaska,,,4.33,8.2,14.9,1.6
2022,2,Arizona,6.0,387.0,0.4,44.0,59.1,28.9
2022,2,Arkansas,0.0,659.0,4.41,42.2,54.4,30.0
2022,2,California,0.0,406.0,0.24,47.4,61.2,33.6
2022,2,Colorado,0.0,1126.0,0.94,25.1,39.2,11.0
2022,2,Connecticut,0.0,942.0,4.08,30.6,41.6,19.7
2022,2,Delaware,0.0,747.0,1.94,39.1,50.1,28.0
2022,2,Florida,131.0,103.0,1.19,63.2,74.8,51.6
2022,2,Georgia,7.0,427.0,3.47,52.8,65.6,39.9
2022,2,Hawaii,,,1.31,64.6,73.0,56.1
2022,2,Idaho,0.0,1070.0,0.91,24.5,35.2,13.8
2022,2,Illinois,0.0,1103.0,3.16,28.0,37.9,18.0
2022,2,Indiana,0.0,1000.0,4.53,29.8,39.4,20.2
2022,2,Iowa,0.0,1224.0,0.28,21.3,33.2,9.4
2022,2,Kansas,0.0,921.0,0.37,31.8,46.6,17.1
2022,2,Kentucky,0.0,752.0,6.42,38.4,49.7,27.2
2022,2,Louisiana,14.0,352.0,2.98,51.3,63.2,39.3
2022,2,Maine,0.0,1161.0,3.82,19.2,30.5,8.0
2022,2,Maryland,0.0,740.0,2.14,38.4,49.7,27.1
2022,2,Massachusetts,0.0,953.0,4.97,29.9,40.8,19.1
2022,2,Michigan,0.0,1140.0,2.02,19.5,28.6,10.5
2022,2,Minnesota,0.0,1580.0,0.79,6.5,18.8,-5.8
2022,2,Mississippi,8.0,451.0,5.06,48.7,61.2,36.2
2022,2,Missouri,0.0,937.0,2.97,32.5,44.8,20.3
2022,2,Montana,0.0,1174.0,0.85,22.6,33.8,11.4
2022,2,Nebraska,0.0,1056.0,0.12,26.9,41.5,12.3
2022,2,Nevada,0.0,565.0,0.23,34.6,48.3,21.0
2022,2,New Hampshire,0.0,1120.0,4.28,23.5,34.9,12.2
2022,2,New Jersey,0.0,845.0,2.71,35.6,47.0,24.2
2022,2,New Mexico,0.0,808.0,0.29,35.0,51.3,18.6
2022,2,New York,0.0,982.0,3.84,23.8,34.9,12.6
2022,2,North Carolina,1.0,529.0,2.97,46.0,58.1,33.9
2022,2,North Dakota,0.0,1579.0,0.34,9.4,21.4,-2.5
2022,2,Ohio,0.0,966.0,4.83,30.7,40.1,21.4
2022,2,Oklahoma,0.0,733.0,1.7,38.5,52.6,24.3
2022,2,Oregon,0.0,688.0,1.32,35.6,46.6,24.6
2022,2,Pennsylvania,0.0,920.0,4.3,29.7,40.5,18.9
2022,2,Rhode Island,0.0,913.0,5.97,32.4,42.9,22.0
2022,2,South Carolina,9.0,388.0,2.08,51.8,64.3,39.3
2022,2,South Dakota,0.0,1263.0,0.28,20.0,33.7,6.3
2022,2,Tennessee,0.0,645.0,8.56,41.8,53.4,30.2
2022,2,Texas,5.0,473.0,1.07,45.8,60.0,31.6
2022,2,Utah,0.0,1046.0,0.5,29.6,42.6,16.6
2022,2,Vermont,0.0,1228.0,4.06,21.0,32.6,9.3
2022,2,Virginia,0.0,679.0,2.79,40.7,52.6,28.8
2022,2,Washington,0.0,749.0,3.19,33.6,41.9,25.3
2022,2,West Virginia,0.0,820.0,4.26,35.3,47.2,23.4
2022,2,Wisconsin,0.0,1284.0,0.65,14.9,25.8,4.1
2022,2,Wyoming,0.0,1214.0,0.53,20.9,33.4,8.3
2022,3,Alabama,32.0,291.0,7.15,57.4,71.1,43.7
2022,3,Alaska,,,2.49,16.7,24.6,8.7
2022,3,Arizona,40.0,229.0,0.58,51.8,67.0,36.5
2022,3,Arkansas,14.0,433.0,5.76,52.1,65.1,39.1
2022,3,California,6.0,334.0,1.05,52.9,66.2,39.7
2022,3,Colorado,0.0,922.0,1.44,35.1,49.1,21.1
2022,3,Connecticut,0.0,788.0,2.85,39.0,49.1,28.9
2022,3,Delaware,0.0,573.0,2.93,47.2,57.8,36.6
2022,3,Florida,221.0,36.0,5.39,68.6,80.3,57.0
2022,3,Georgia,30.0,301.0,4.67,59.0,72.3,45.6
2022,3,Hawaii,,,2.69,65.7,73.8,57.5
2022,3,Idaho,0.0,774.0,1.44,36.3,47.1,25.5
2022,3,Illinois,1.0,764.0,4.36,43.1,53.6,32.6
2022,3,Indiana,2.0,678.0,4.02,43.7,54.7,32.6
2022,3,Iowa,0.0,861.0,2.65,37.1,47.6,26.6
2022,3,Kansas,6.0,624.0,2.16,44.0,58.6,29.5
2022,3,Kentucky,13.0,508.0,3.4,49.1,61.6,36.5
2022,3,Louisiana,45.0,205.0,5.86,58.9,71.7,46.2
2022,3,Maine,0.0,1010.0,3.33,29.0,38.2,19.8
2022,3,Maryland,0.0,566.0,2.84,46.7,57.8,35.5
2022,3,Massachusetts,0.0,801.0,3.01,38.1,48.4,27.9
2022,3,Michigan,0.0,898.0,3.38,31.0,40.3,21.7
2022,3,Minnesota,0.0,1156.0,1.16,26.1,35.6,16.6
2022,3,Mississippi,35.0,270.0,7.01,57.1,70.9,43.4
2022,3,Missouri,7.0,614.0,4.41,46.1,58.2,34.0
2022,3,Montana,0.0,971.0,0.96,33.5,45.5,21.5
2022,3,Nebraska,0.0,794.0,0.86,38.1,52.1,24.1
2022,3,Nevada,15.0,392.0,0.64,43.3,56.4,30.1
2022,3,New Hampshire,0.0,978.0,3.07,32.0,42.3,21.7
2022,3,New Jersey,0.0,675.0,2.64,43.9,54.5,33.2
2022,3,New Mexico,0.0,603.0,0.5,44.4,61.0,27.8
2022,3,New York,0.0,813.0,3.07,33.8,44.0,23.5
2022,3,North Carolina,16.0,369.0,3.97,53.4,66.2,40.7
2022,3,North Dakota,0.0,1197.0,0.21,26.9,37.2,16.6
2022,3,Ohio,2.0,688.0,2.82,43.2,54.4,31.9
2022,3,Oklahoma,12.0,450.0,2.59,50.4,65.2,35.7
2022,3,Oregon,0.0,599.0,2.18,41.9,52.4,31.3
2022,3,Pennsylvania,0.0,735.0,2.75,39.4,50.3,28.4
2022,3,Rhode Island,0.0,756.0,3.11,40.6,50.6,30.6
2022,3,South Carolina,35.0,268.0,3.6,57.7,70.5,44.9
2022,3,South Dakota,0.0,981.0,0.43,33.4,46.3,20.4
2022,3,Tennessee,16.0,429.0,4.52,51.6,64.2,39.0
2022,3,Texas,47.0,229.0,1.23,57.0,72.5,41.5
2022,3,Utah,0.0,815.0,0.9,40.2,52.8,27.6
2022,3,Vermont,0.0,1053.0,3.13,30.7,40.8,20.6
2022,3,Virginia,5.0,501.0,3.44,48.9,61.6,36.3
2022,3,Washington,0.0,636.0,3.44,41.5,50.2,32.8
2022,3,West Virginia,2.0,619.0,2.53,44.6,57.6,31.7
2022,3,Wisconsin,0.0,1003.0,3.19,29.5,38.8,20.2
2022,3,Wyoming,0.0,1004.0,0.86,32.0,45.0,19.0
2022,4,Alabama,42.0,133.0,5.56,62.6,75.5,49.6
2022,4,Alaska,,,0.99,24.9,34.4,15.4
2022,4,Arizona,148.0,74.0,0.02,60.5,77.1,43.9
2022,4,Arkansas,21.0,194.0,6.48,59.9,71.2,48.5
2022,4,California,18.0,252.0,1.72,55.9,69.2,42.6
2022,4,Colorado,0.0,641.0,0.73,43.9,59.0,28.6
2022,4,Connecticut,0.0,507.0,4.75,47.6,58.3,37.0
2022,4,Delaware,0.0,366.0,3.94,53.2,63.6,42.9
2022,4,Florida,266.0,4.0,3.29,72.0,83.1,60.8
2022,4,Georgia,28.0,162.0,3.71,63.0,76.9,49.1
2022,4,Hawaii,,,4.04,66.5,73.5,59.4
2022,4,Idaho,0.0,710.0,2.34,37.2,48.8,25.6
2022,4,Illinois,0.0,548.0,3.55,49.6,59.9,39.3
2022,4,Indiana,0.0,485.0,3.3,49.3,60.1,38.6
2022,4,Iowa,0.0,634.0,3.22,43.8,54.8,32.8
2022,4,Kansas,10.0,320.0,0.98,54.1,69.0,39.2
2022,4,Kentucky,3.0,329.0,4.39,54.4,65.9,42.8
2022,4,Louisiana,126.0,34.0,3.51,67.4,78.6,56.3
2022,4,Maine,0.0,654.0,4.46,40.6,50.3,30.9
2022,4,Maryland,0.0,352.0,3.83,53.1,64.1,42.1
2022,4,Massachusetts,0.0,516.0,4.1,47.0,57.9,36.2
2022,4,Michigan,0.0,639.0,3.52,40.2,49.4,31.0
2022,4,Minnesota,0.0,841.0,3.72,35.6,43.9,27.2
2022,4,Mississippi,68.0,92.0,6.05,64.0,76.6,51.3
2022,4,Missouri,3.0,383.0,4.52,53.0,64.4,41.6
2022,4,Montana,0.0,924.0,1.93,35.2,46.6,23.7
2022,4,Nebraska,0.0,499.0,1.65,46.6,61.8,31.4
2022,4,Nevada,64.0,249.0,0.54,47.3,61.8,32.9
2022,4,New Hampshire,0.0,632.0,4.3,42.6,53.3,31.9
2022,4,New Jersey,0.0,429.0,5.04,51.1,61.8,40.3
2022,4,New Mexico,17.0,268.0,0.05,55.3,72.8,37.7
2022,4,New York,0.0,528.0,4.65,43.8,54.2,33.4
2022,4,North Carolina,14.0,188.0,2.94,58.8,71.8,45.9
2022,4,North Dakota,0.0,939.0,3.7,33.6,42.5,24.7
2022,4,Ohio,0.0,497.0,2.96,48.6,59.2,38.1
2022,4,Oklahoma,40.0,159.0,2.65,61.0,74.6,47.4
2022,4,Oregon,0.0,621.0,4.15,40.6,51.5,29.7
2022,4,Pennsylvania,0.0,491.0,4.3,47.0,57.9,36.0
2022,4,Rhode Island,0.0,498.0,3.62,48.4,58.3,38.6
2022,4,South Carolina,32.0,122.0,4.01,62.3,75.5,49.1
2022,4,South Dakota,0.0,737.0,2.64,39.7,52.0,27.4
2022,4,Tennessee,8.0,258.0,4.71,56.7,69.0,44.4
2022,4,Texas,192.0,26.0,1.29,68.8,82.6,55.0
2022,4,Utah,1.0,658.0,0.65,46.4,60.7,32.0
2022,4,Vermont,0.0,701.0,4.92,41.3,52.0,30.7
2022,4,Virginia,3.0,297.0,2.76,55.2,67.9,42.5
2022,4,Washington,0.0,619.0,4.49,40.9,50.3,31.4
2022,4,West Virginia,0.0,413.0,3.23,50.8,63.4,38.2
2022,4,Wisconsin,0.0,721.0,3.39,39.0,48.0,30.1
2022,4,Wyoming,0.0,837.0,1.89,36.2,49.2,23.2
2022,5,Alabama,258.0,10.0,5.0,73.5,84.8,62.3
2022,5,Alaska,,,1.26,40.1,49.3,30.8
2022,5,Arizona,325.0,13.0,0.0,68.6,85.6,51.6
2022,5,Arkansas,185.0,25.0,6.47,71.0,81.3,60.6
2022,5,California,43.0,146.0,0.3,62.4,76.4,48.3
2022,5,Colorado,2.0,376.0,1.6,53.4,68.2,38.6
2022,5,Connecticut,25.0,151.0,2.66,60.7,71.4,50.0
2022,5,Delaware,73.0,77.0,4.09,65.1,74.3,55.8
2022,5,Florida,420.0,0.0,4.62,77.7,88.4,67.0
2022,5,Georgia,213.0,16.0,3.43,73.2,85.2,61.2
2022,5,Hawaii,,,3.11,67.2,74.4,59.9
2022,5,Idaho,3.0,452.0,3.23,46.4,58.0,34.9
2022,5,Illinois,95.0,144.0,4.08,65.3,75.5,55.0
2022,5,Indiana,107.0,121.0,5.06,64.9,76.0,53.8
2022,5,Iowa,70.0,175.0,3.59,61.3,72.1,50.5
2022,5,Kansas,109.0,92.0,5.35,64.6,76.9,52.4
2022,5,Kentucky,142.0,64.0,4.86,67.5,78.7,56.3
2022,5,Louisiana,388.0,0.0,4.95,77.0,87.2,66.8
2022,5,Maine,2.0,294.0,2.82,54.4,67.8,41.0
2022,5,Maryland,79.0,83.0,5.64,64.6,74.6,54.7
2022,5,Massachusetts,19.0,174.0,2.23,59.8,70.7,48.9
2022,5,Michigan,58.0,191.0,3.25,57.6,69.0,46.2
2022,5,Minnesota,25.0,291.0,5.03,55.3,66.0,44.6
2022,5,Mississippi,315.0,3.0,4.88,75.0,86.3,63.6
2022,5,Missouri,113.0,94.0,6.25,65.9,76.2,55.5
2022,5,Montana,1.0,578.0,2.39,48.5,60.4,36.7
2022,5,Nebraska,67.0,181.0,3.64,58.7,71.6,45.8
2022,5,Nevada,176.0,120.0,0.48,54.5,69.4,39.7
2022,5,New Hampshire,13.0,226.0,2.82,57.2,70.4,44.0
2022,5,New Jersey,49.0,113.0,5.28,63.2,73.5,52.9
2022,5,New Mexico,110.0,79.0,0.18,64.8,82.9,46.7
2022,5,New York,29.0,163.0,3.17,58.6,70.8,46.3
2022,5,North Carolina,160.0,32.0,4.73,68.8,79.8,57.9
2022,5,North Dakota,13.0,379.0,4.08,52.9,64.4,41.4
2022,5,Ohio,87.0,131.0,5.39,63.8,74.7,52.8
2022,5,Oklahoma,189.0,21.0,6.29,70.6,82.2,59.0
2022,5,Oregon,0.0,434.0,3.71,48.1,59.7,36.5
2022,5,Pennsylvania,50.0,143.0,5.16,60.5,72.4,48.6
2022,5,Rhode Island,18.0,161.0,1.86,60.4,70.0,50.7
2022,5,South Carolina,245.0,8.0,3.39,72.8,84.1,61.6
2022,5,South Dakota,26.0,306.0,3.41,55.4,67.9,42.8
2022,5,Tennessee,164.0,39.0,4.46,69.0,80.0,58.0
2022,5,Texas,433.0,0.0,2.32,78.0,91.3,64.6
2022,5,Utah,10.0,431.0,0.69,55.0,69.9,40.1
2022,5,Vermont,14.0,255.0,3.28,56.9,70.4,43.3
2022,5,Virginia,86.0,79.0,5.53,65.0,75.9,54.2
2022,5,Washington,0.0,439.0,4.0,48.5,58.0,39.1
2022,5,West Virginia,77.0,119.0,5.79,63.0,75.2,50.8
2022,5,Wisconsin,36.0,240.0,3.9,57.2,68.2,46.2
2022,5,Wyoming,0.0,536.0,2.62,46.9,59.4,34.3
2022,6,Alabama,441.0,0.0,3.3,80.4,91.8,68.9
2022,6,Alaska,,,1.17,52.7,62.7,42.6
2022,6,Arizona,619.0,1.0,0.7,78.6,94.3,63.0
2022,6,Arkansas,379.0,0.0,3.38,78.2,89.2,67.1
2022,6,California,179.0,18.0,0.43,72.0,86.9,57.0
2022,6,Colorado,76.0,90.0,1.41,64.4,79.4,49.3
2022,6,Connecticut,83.0,30.0,3.45,66.3,77.4,55.3
2022,6,Delaware,213.0,0.0,3.44,72.4,83.2,61.6
2022,6,Florida,507.0,0.0,6.78,82.0,91.9,72.1
2022,6,Georgia,398.0,0.0,2.94,80.1,92.2,68.0
2022,6,Hawaii,,,2.94,67.7,75.4,60.0
2022,6,Idaho,51.0,158.0,2.08,57.3,70.7,43.8
2022,6,Illinois,217.0,16.0,2.76,73.5,85.3,61.7
2022,6,Indiana,220.0,12.0,2.34,72.1,84.8,59.5
2022,6,Iowa,216.0,20.0,3.53,71.6,83.2,60.0
2022,6,Kansas,341.0,4.0,3.47,75.8,88.3,63.3
2022,6,Kentucky,271.0,3.0,2.7,74.0,86.6,61.3
2022,6,Louisiana,541.0,0.0,2.83,82.7,92.9,72.5
2022,6,Maine,12.0,124.0,3.27,60.1,71.5,48.6
2022,6,Maryland,222.0,0.0,3.58,72.1,83.0,61.2
2022,6,Massachusetts,72.0,41.0,2.74,65.6,76.7,54.4
2022,6,Michigan,132.0,40.0,2.64,65.0,77.5,52.5
2022,6,Minnesota,121.0,65.0,2.79,66.2,78.0,54.4
2022,6,Mississippi,488.0,0.0,2.65,81.2,92.6,69.8
2022,6,Missouri,308.0,4.0,2.75,75.3,86.6,64.0
2022,6,Montana,15.0,275.0,2.89,58.5,71.3,45.6
2022,6,Nebraska,265.0,17.0,1.78,71.4,85.6,57.2
2022,6,Nevada,425.0,24.0,0.17,66.9,82.7,51.0
2022,6,New Hampshire,28.0,91.0,3.21,61.8,73.6,50.0
2022,6,New Jersey,145.0,11.0,3.39,69.9,80.9,58.9
2022,6,New Mexico,270.0,12.0,2.45,72.6,87.2,58.0
2022,6,New York,90.0,36.0,3.8,63.8,75.0,52.5
2022,6,North Carolina,320.0,1.0,2.19,75.1,86.7,63.4
2022,6,North Dakota,103.0,99.0,2.39,64.6,77.2,52.0
2022,6,Ohio,180.0,16.0,3.82,70.6,82.6,58.5
2022,6,Oklahoma,435.0,0.0,3.71,79.4,91.0,67.8
2022,6,Oregon,13.0,169.0,2.68,58.3,71.3,45.2
2022,6,Pennsylvania,127.0,25.0,3.58,67.1,79.1,55.1
2022,6,Rhode Island,74.0,35.0,3.91,66.3,76.4,56.2
2022,6,South Carolina,414.0,0.0,3.47,78.9,90.5,67.4
2022,6,South Dakota,161.0,65.0,2.34,67.6,80.8,54.5
2022,6,Tennessee,325.0,0.0,2.58,75.8,87.9,63.6
2022,6,Texas,590.0,0.0,1.41,83.8,96.4,71.1
2022,6,Utah,101.0,118.0,0.47,67.6,83.1,52.1
2022,6,Vermont,18.0,115.0,3.32,61.4,73.2,49.7
2022,6,Virginia,232.0,2.0,3.27,72.2,83.8,60.6
2022,6,Washington,13.0,184.0,3.62,58.0,68.5,47.4
2022,6,West Virginia,154.0,20.0,4.61,68.7,81.2,56.2
2022,6,Wisconsin,115.0,60.0,3.04,65.5,77.6,53.4
2022,6,Wyoming,44.0,191.0,1.11,59.0,74.1,43.9
2022,7,Alabama,512.0,0.0,5.71,81.7,91.5,71.8
2022,7,Alaska,,,4.39,53.3,60.9,45.5
2022,7,Arizona,724.0,0.0,2.27,82.2,95.5,68.9
2022,7,Arkansas,590.0,0.0,3.19,84.1,95.6,72.6
2022,7,California,282.0,0.0,0.13,77.6,92.3,62.8
2022,7,Colorado,190.0,6.0,2.85,70.4,84.8,56.0
2022,7,Connecticut,303.0,0.0,2.08,74.2,85.4,63.0
2022,7,Delaware,431.0,0.0,3.61,79.0,88.4,69.6
